City,Country_Code,Latitude,Longitude,Max_Temperature,Humidity,Cloudiness,Wind_Speed,Temperature_Category,Humidity_Category,Cloudiness_Category
Virginia Beach,US,36.8646706674397,-73.94173055106351,78.8,88,40,4.7,Hot,Moist,Partly_Cloudy
Pingxiang,CN,27.166194803378517,113.9973371281701,75.6,100,92,3.74,Hot,Moist,Cloudy
Haverfordwest,GB,51.34812051021825,-4.768442684887219,54.09,100,12,16.71,Optimum,Moist,Clear
Cap-Aux-Meules,CA,48.02317633010665,-61.163541562604536,57.2,71,90,12.75,Optimum,Optimum,Cloudy
Timra,SE,64.20750131011897,16.506816838680862,51.8,62,44,5.82,Optimum,Optimum,Partly_Cloudy
Gorin,RU,51.090063925215844,136.57399151453376,48.6,100,92,7.87,Cold,Moist,Cloudy
Winfield,US,37.21174586468534,-96.71442350078534,71.6,88,40,6.93,Hot,Moist,Partly_Cloudy
Chalmette,US,29.200739739709277,-89.56248265951756,84.2,78,40,3.36,Hot,Moist,Partly_Cloudy
Lensk,RU,60.6918858696061,115.53117262706803,64.71,67,0,3.4,Optimum,Optimum,Clear
Kodinar,IN,20.945147646670335,70.59544876084209,84.42,74,92,10.22,Hot,Optimum,Cloudy
Solnechnogorsk,RU,56.349397988130846,37.1845938386447,55.4,81,0,11.18,Optimum,Moist,Clear
Wasilla,US,61.86735448419151,-149.68636459733372,69.8,52,90,2.73,Optimum,Optimum,Cloudy
Cuamba,MZ,-13.878330948433614,37.36449622399783,54.99,91,0,2.73,Optimum,Moist,Clear
Villa Bisono,DO,19.389769393781307,-70.92787161464489,78.8,88,40,4.7,Hot,Moist,Partly_Cloudy
Popondetta,PG,-7.701439482242236,148.74426178322574,75.42,94,68,2.39,Hot,Moist,Partly_Cloudy
Vezirkopru,TR,41.10529899138368,35.29100377213379,59,87,0,4.7,Optimum,Moist,Clear
Bemidji,US,47.336098924647104,-95.66099661652174,77,56,1,4.7,Hot,Optimum,Clear
Druzhba,UA,51.547813617851745,28.155880000330086,62.1,86,36,2.84,Optimum,Moist,Partly_Cloudy
Savannah Bight,HN,17.27308765512413,-84.83491792800126,84.24,92,12,19.73,Hot,Moist,Clear
Kinango,KE,-4.354964857920905,38.77404856231638,74.88,100,88,14.14,Hot,Moist,Cloudy
Payakumbuh,ID,0.49163685358824694,100.18931839850666,80.37,88,88,3.4,Hot,Moist,Cloudy
Toamasina,MG,-18.38716889301864,51.32706158729431,66.2,93,40,3.18,Optimum,Moist,Partly_Cloudy
Pitiquito,MX,30.061587413182764,-112.005839567793,86.31,20,0,7.54,Hot,Dry,Clear
Valparaiso,CO,5.631382902562194,-75.58235800277342,64.89,96,88,1.61,Optimum,Moist,Cloudy
Olinda,BR,-8.783094975542255,-31.813355462788536,69.8,83,0,3.36,Optimum,Moist,Clear
Esqueda,MX,30.81632080577549,-109.33226390113909,78.75,32,0,3.96,Hot,Dry,Clear
Cambridge,US,40.12616651361728,-81.65530429662115,69.8,100,90,6.93,Optimum,Moist,Cloudy
Lebedyn,UA,50.384731420048695,34.41571360365944,61.56,73,0,4.07,Optimum,Optimum,Clear
Vanavara,RU,60.13378056947798,103.95066351858253,78.12,75,0,3.96,Hot,Optimum,Clear
Arbagar,RU,52.306236092732064,116.16779315745146,75.24,80,0,4.41,Hot,Moist,Clear
Rock Sound,BS,23.729217400321147,-76.46076261005018,80.82,100,0,1.28,Hot,Moist,Clear
Taguatinga,BR,-12.11452876730867,-46.31523765399203,62.6,72,0,4.7,Optimum,Optimum,Clear
Rovaniemi,FI,67.74694960935358,24.947562743776217,46.4,81,0,6.93,Cold,Moist,Clear
Nawalgarh,IN,27.949208343059524,75.39266152882743,91.17,45,0,4.63,Hot,Optimum,Clear
Hirtshals,DK,57.87047741652535,9.921278456245119,53.46,100,76,19.73,Optimum,Moist,Cloudy
Shimanovsk,RU,51.81602033957259,127.81396765498312,73.62,49,8,3.62,Hot,Optimum,Clear
Dezhou,CN,37.740521378544116,116.39633578274777,91.89,52,20,10.67,Hot,Optimum,Clear
Minsk,BY,53.58198538361901,28.302838853810243,55.4,76,0,7.54,Optimum,Moist,Clear
Manyana,BW,-22.75348003807973,21.126609846751876,39.6,81,0,6.64,Cold,Moist,Clear
Plouzane,FR,48.45191228208688,-5.072401529788323,59,100,90,10.29,Optimum,Moist,Cloudy
Carhuaz,PE,-9.231195895012533,-77.62526238925123,29.34,73,0,1.95,Cold,Optimum,Clear
Save,BJ,8.08125340457832,2.5908488726065,74.16,90,32,7.09,Hot,Moist,Partly_Cloudy
Tulum,MX,18.962883481589714,-86.59733104104959,80.6,83,40,3.36,Hot,Moist,Partly_Cloudy
Toktogul,KG,41.93723218597205,72.53818561630652,52.83,73,32,2.28,Optimum,Optimum,Partly_Cloudy
Elizabeth City,US,34.20521717684835,-73.38669419502453,80.6,94,40,5.82,Hot,Moist,Partly_Cloudy
Kisangani,CD,1.1767738151997946,26.19319733680058,71.91,100,88,2.62,Hot,Moist,Cloudy
Amga,RU,60.2549158275539,131.17044351837728,57.51,63,76,8.21,Optimum,Optimum,Cloudy
Farroupilha,BR,-29.166731307209936,-51.36258449076874,45.81,83,0,2.17,Cold,Moist,Clear
Tevaitoa,PF,-18.086358867403135,-152.48729650334752,81.54,96,92,15.59,Hot,Moist,Cloudy
Tarakan,ID,2.8884233483682635,119.06968447662734,85.59,88,12,2.06,Hot,Moist,Clear
Arumbavur,IN,11.405398239083283,78.69683390059481,82.4,65,40,6.87,Hot,Optimum,Partly_Cloudy
Wittingen,DE,52.72190909308958,10.59858827666011,62.6,87,20,3.36,Optimum,Moist,Clear
Puerto Penasco,MX,31.64572944944321,-113.90281313383845,80.01,85,0,6.2,Hot,Moist,Clear
Gazanjyk,TM,40.73413321570149,55.68613589622893,70.65,55,0,7.43,Hot,Optimum,Clear
Piet Retief,ZA,-26.900099294031968,30.777597370668275,45,96,20,2.51,Cold,Moist,Clear
Daru,PG,-12.553127470310073,144.01519064255132,79.29,90,48,18.84,Hot,Moist,Partly_Cloudy
Palampur,IN,32.45849847686529,76.53254651924425,41.49,81,36,0.72,Cold,Moist,Partly_Cloudy
Agogo,GH,7.025644937680241,-1.1332707126688604,73.17,81,8,9.33,Hot,Moist,Clear
Nantucket,US,39.49510390332475,-70.69881186849572,68,82,1,12.75,Optimum,Moist,Clear
Lekoni,GA,-1.729450738279212,14.093826789773999,66.69,98,68,4.29,Optimum,Moist,Partly_Cloudy
Shaturtorf,RU,55.6439151947192,39.430090517969916,60.03,59,0,11.68,Optimum,Optimum,Clear
Berea,US,37.34397071923834,-84.32555823635082,71.6,82,75,8.05,Hot,Moist,Cloudy
Kalach-Na-Donu,RU,48.844870364800556,43.280242893584415,68,60,0,4.47,Optimum,Optimum,Clear
Lere,NG,10.409654203687552,8.938715076114846,65.16,99,92,8.55,Optimum,Moist,Cloudy
Litovko,RU,49.157970805719515,135.62677915956567,56.16,97,92,5.86,Optimum,Moist,Cloudy
Banamba,ML,14.122176489242733,-7.6005151439469785,83.79,49,0,12.46,Hot,Optimum,Clear
Manado,ID,3.054107479367076,122.98895886700086,87.8,62,20,3.36,Hot,Optimum,Clear
Sal Rei,CV,16.320891439977302,-23.373405567286625,73.4,78,75,14.99,Hot,Moist,Cloudy
Maniago,IT,46.25903353933347,12.79330734910667,59.58,78,0,2.73,Optimum,Moist,Clear
Canavieiras,BR,-15.434386390719027,-38.85340098130237,69.39,100,92,6.98,Optimum,Moist,Cloudy
Dzhebariki-Khaya,RU,62.26480740375686,136.6252482381921,67.41,39,88,6.87,Optimum,Optimum,Cloudy
Nepa Nagar,IN,21.361614477701252,76.4605080429389,80.64,89,44,5.19,Hot,Moist,Partly_Cloudy
Mucurapo,TT,10.893178788586894,-62.26374656170012,77,88,20,11.23,Hot,Moist,Clear
Aksu,KZ,42.865019635454445,69.52316738404193,60.8,82,20,6.71,Optimum,Moist,Clear
Kraslava,LV,55.994078895384774,27.23612353663941,58.77,78,0,11.79,Optimum,Moist,Clear
Totness,SR,5.251077342426385,-56.09664702869081,79.92,100,36,11.23,Hot,Moist,Partly_Cloudy
Nisia Floresta,BR,-3.5900685936384207,-27.207609735369687,75.2,78,0,8.05,Hot,Moist,Clear
Kamariotissa,GR,40.58735982483711,25.505061772629716,73.4,69,0,8.05,Hot,Optimum,Clear
Santiago,PH,7.015131185702032,129.08386946876846,87.12,87,0,0.83,Hot,Moist,Clear
Bela,PK,26.154218383018247,66.44328670325217,76.86,88,56,2.39,Hot,Moist,Partly_Cloudy
Troitsko-Pechorsk,RU,61.86725494667883,56.83681778794062,58.95,97,88,5.19,Optimum,Moist,Cloudy
Coruripe,BR,-14.207185572313378,-31.7739880031381,78.21,95,92,14.81,Hot,Moist,Cloudy
Rawson,AR,-48.04806453019261,-59.426885673638736,48.87,42,0,21.52,Cold,Optimum,Clear
Paranaiba,BR,-19.51595336239062,-51.50999364560607,67.14,70,12,5.75,Optimum,Optimum,Clear
Carolina,BR,-7.2050146350199356,-47.442383834796146,74.16,49,0,9.44,Hot,Optimum,Clear
Kathua,IN,32.4077946754569,75.59601668602713,88.02,39,12,3.4,Hot,Optimum,Clear
Baturaja,ID,-4.997938080089725,103.74647403169615,78.03,95,76,4.63,Hot,Moist,Cloudy
Venado Tuerto,AR,-33.714039114960855,-61.47134085427288,58.32,89,0,10.67,Optimum,Moist,Clear
Ada,US,34.74791642023574,-96.15752991257322,71.6,68,90,3.4,Hot,Optimum,Cloudy
Mishan,CN,45.62947186565236,132.53158099503844,66.51,79,44,10.78,Optimum,Moist,Partly_Cloudy
Izhma,RU,64.34468015748504,53.934978266142025,64.17,62,32,5.41,Optimum,Optimum,Partly_Cloudy
Herat,AF,33.958581315619725,62.13010265344684,68,42,0,2.24,Optimum,Optimum,Clear
Harrismith,ZA,-28.60639771832549,29.38052973417004,34.47,59,0,3.4,Cold,Optimum,Clear
Birjand,IR,32.013762749649416,60.34200852169403,68,44,0,6.93,Optimum,Optimum,Clear
Kenai,US,65.02152662361934,-153.0682451524044,66.2,67,90,12.75,Optimum,Optimum,Cloudy
Clausthal-Zellerfeld,DE,51.756743712854984,10.367265876788679,64.44,80,0,6.76,Optimum,Moist,Clear
Nybro,SE,57.120869906072556,15.973216704255577,64.4,93,88,14.99,Optimum,Moist,Cloudy
Nadapuram,IN,11.64730670941887,75.81560080866606,70.11,100,92,2.62,Hot,Moist,Cloudy
Sibu,MY,2.079030259543927,111.44586908917324,75.2,94,75,3.36,Hot,Moist,Cloudy
Ixtepec,MX,16.5566830500412,-95.06502902650544,58.05,94,92,1.95,Optimum,Moist,Cloudy
Waipawa,NZ,-44.81846767886064,176.50403167719992,47.79,86,92,8.66,Cold,Moist,Cloudy
Sumbe,AO,-11.185547111229852,14.277351790106621,67.23,100,0,3.85,Optimum,Moist,Clear
Okitipupa,NG,6.601285244835495,4.609606651492186,74.52,96,92,2.95,Hot,Moist,Cloudy
Dalianwan,CN,38.779707189323545,122.29577938863144,84.2,30,0,6.71,Hot,Dry,Clear
Guilin,CN,25.543013103448203,110.76817301660822,78.8,94,75,6.71,Hot,Moist,Cloudy
Pak Phanang,TH,9.095427384487351,102.24085614619582,78.8,94,20,2.24,Hot,Moist,Clear
Rockland,US,43.790418287384966,-68.65033710049258,75.2,77,1,9.44,Hot,Moist,Clear
Mantua,CU,21.647608458339846,-84.8795262012121,75.33,90,36,3.51,Hot,Moist,Partly_Cloudy
Gamba,GA,-5.961490151639524,4.689855440989959,73.26,100,36,12.24,Hot,Moist,Partly_Cloudy
Zhireken,RU,53.39687340061499,117.49996468836832,75.24,56,0,3.4,Hot,Optimum,Clear
Arcata,US,41.44118044088907,-123.88351376311016,57.2,87,90,11.41,Optimum,Moist,Cloudy
Ulaangom,MN,48.41872358623277,91.57874280849376,56.52,77,88,3.18,Optimum,Moist,Cloudy
Pangoa,PE,-12.249523284758439,-72.84988050842205,59.67,91,20,0.72,Optimum,Moist,Clear
Ushtobe,KZ,46.92497231052258,78.222196083384,78.48,39,0,4.85,Hot,Optimum,Clear
Campbell River,CA,50.94817028777882,-125.46987145503468,84.2,44,75,1.39,Hot,Optimum,Cloudy
Derzhavinsk,KZ,49.16612226018151,65.20242356066879,72.27,55,24,13.13,Hot,Optimum,Clear
Turinskaya Sloboda,RU,57.67402196705956,64.03141538081948,60.12,80,8,16.04,Optimum,Moist,Clear
Sadovoye,RU,47.5683024583212,44.18510895906695,76.41,45,20,9.66,Hot,Optimum,Clear
Bida,NG,8.673261976484227,6.518256104358187,73.08,97,92,6.42,Hot,Moist,Cloudy
Reo,BF,12.526710630629822,-2.597596728459564,81.45,62,0,11.23,Hot,Optimum,Clear
Nichinan,JP,29.213241370075835,134.42431225196577,73.4,94,75,5.82,Hot,Moist,Cloudy
Agirish,RU,62.500772996337645,63.17738030923749,64.98,67,24,5.19,Optimum,Optimum,Clear
Tilichiki,RU,60.392653492254766,172.51723154332996,55.44,72,24,4.41,Optimum,Optimum,Clear
Tondano,ID,-1.2049159210766902,125.33669152336171,87.8,62,20,3.36,Hot,Optimum,Clear
Paso De Los Toros,UY,-32.31305842299528,-56.50677607481924,60.66,84,64,11.34,Optimum,Moist,Partly_Cloudy
Wageningen,SR,4.705439826837377,-57.18450531712787,79.92,100,36,11.23,Hot,Moist,Partly_Cloudy
Saryg-Sep,RU,51.796724860302305,95.78464935405634,69.12,74,0,2.62,Optimum,Optimum,Clear
Los Llanos De Aridane,ES,29.45622106312763,-20.09278605278223,69.8,77,56,13.87,Optimum,Moist,Partly_Cloudy
Visby,SE,57.09869509857549,18.73104686582036,62.6,88,56,13.87,Optimum,Moist,Partly_Cloudy
Amapa,BR,3.431377038681873,-49.56523938509994,73.26,94,36,1.05,Hot,Moist,Partly_Cloudy
Moyale,ET,4.323171520527509,40.1527783230589,59.31,97,92,2.51,Optimum,Moist,Cloudy
Sibiti,CG,-3.244388336971852,13.156333666943482,68.31,93,92,3.96,Optimum,Moist,Cloudy
Humberto De Campos,BR,-1.5119942039722503,-43.52201091256663,75.42,100,0,2.39,Hot,Moist,Clear
Mumbwa,ZM,-15.384303215960102,27.319940649876116,48.42,78,0,4.97,Cold,Moist,Clear
Koshurnikovo,RU,53.785670870507175,93.74666145136308,55.71,100,92,3.29,Optimum,Moist,Cloudy
Almansa,ES,39.15091186116672,-1.2373216292804443,62.6,67,0,6.93,Optimum,Optimum,Clear
Ironton,US,38.3344362452178,-82.97564121441694,75.2,88,1,3.36,Hot,Moist,Clear
Veisiejai,LT,54.0939130713227,23.736429582820648,59.58,70,36,10.67,Optimum,Optimum,Partly_Cloudy
Houlton,US,46.26551699212288,-67.88511771898553,62.6,87,90,4.7,Optimum,Moist,Cloudy
Yuryevets,RU,57.47399916242165,42.75529138987406,59.13,64,0,19.62,Optimum,Optimum,Clear
Gravdal,NO,72.73301759799867,11.337902252615038,46.4,81,92,5.82,Cold,Moist,Cloudy
Rudnogorsk,RU,59.51278323265021,105.11750416145287,74.52,50,36,3.74,Hot,Optimum,Partly_Cloudy
Sharan,AF,33.23658765487406,68.95063797274742,65.07,24,0,3.62,Optimum,Dry,Clear
Mayo,CA,64.13758300286267,-132.79657162288743,78.8,29,90,2.24,Hot,Dry,Cloudy
Arlit,NE,20.035993546736023,6.410185572922529,77.04,22,24,4.07,Hot,Dry,Clear
Walvis Bay,NA,-25.30385748032404,8.570118637211607,51.8,87,0,7.99,Optimum,Moist,Clear
Honggang,CN,46.29954495396646,124.4552855102844,76.41,86,92,2.95,Hot,Moist,Cloudy
Zhanaozen,KZ,44.2245604999805,53.40130664901719,80.19,28,44,13.58,Hot,Dry,Partly_Cloudy
Brejo Santo,BR,-7.595925087382412,-39.13065957610442,70.47,63,0,13.02,Hot,Optimum,Clear
Buluang,PH,12.994355898584331,117.66072324019007,86,70,40,4.7,Hot,Optimum,Partly_Cloudy
Den Helder,NL,54.52979775640034,4.534629400463274,59,87,90,6.93,Optimum,Moist,Cloudy
Rusape,ZW,-18.2590519002175,32.237832983251764,42.93,94,12,2.62,Cold,Moist,Clear
Theunissen,ZA,-28.292437611493717,26.83651440951425,39.15,73,0,6.76,Cold,Optimum,Clear
Thurles,IE,52.58979747717217,-7.757902292101562,47.61,90,20,9.78,Cold,Moist,Clear
Kutum,SD,17.768711117629536,24.100582572382933,66.96,90,20,5.97,Optimum,Moist,Clear
Catuday,PH,17.608391919143827,116.72838073030198,79.74,100,88,4.97,Hot,Moist,Cloudy
Udachnyy,RU,65.55540843943069,114.64363965960456,65.88,59,0,3.4,Optimum,Optimum,Clear
Lahad Datu,MY,5.153127961726597,117.34012292280528,85.23,81,20,2.73,Hot,Moist,Clear
Baiyin,CN,36.3089860179451,104.45593302757635,66.2,68,0,6.71,Optimum,Optimum,Clear
Carnot,CF,5.001136429299407,16.07412442256887,66.69,95,48,4.41,Optimum,Moist,Partly_Cloudy
Crotone,IT,37.468150562559316,18.042863659576227,50,57,0,9.17,Cold,Optimum,Clear
Sungaipenuh,ID,-5.075543325964631,97.39529571622984,72.36,87,56,1.72,Hot,Moist,Partly_Cloudy
Chiautla,MX,18.33320136079692,-98.57598018137313,64.4,55,75,9.17,Optimum,Optimum,Cloudy
Sarandi,BR,-27.567736234904466,-53.01544972478209,49.95,81,0,9.1,Cold,Moist,Clear
Melo,UY,-32.130488002482764,-54.20384271956867,55.89,90,8,9.22,Optimum,Moist,Clear
Araceli,PH,10.995186065435604,120.36011032770546,84.51,100,64,11.23,Hot,Moist,Partly_Cloudy
Gazli,UZ,41.762772722743534,63.21716690681288,79.56,18,0,5.19,Hot,Dry,Clear
Tezu,IN,30.977174947687615,97.07013801681762,75.96,85,20,0.6,Hot,Moist,Clear
Talcahuano,CL,-34.162717423766914,-76.77184214178737,46.4,87,75,4.7,Cold,Moist,Cloudy
Si Racha,TH,13.10173212994411,100.92767691448296,86,66,40,11.41,Hot,Optimum,Partly_Cloudy
Galle,LK,5.482330214787439,79.88414516572095,80.37,93,92,15.93,Hot,Moist,Cloudy
Brae,GB,63.87214623187313,-0.044187636620279136,48.2,75,92,6.93,Cold,Optimum,Cloudy
Jaru,BR,-9.970883453868751,-62.08410837042817,75.51,58,48,3.29,Hot,Optimum,Partly_Cloudy
Chifeng,CN,44.419076330845684,118.82587426086064,80.1,31,0,3.62,Hot,Dry,Clear
Teahupoo,PF,-19.680237065503533,-148.42079206913496,84.2,62,40,8.05,Hot,Optimum,Partly_Cloudy
Phon,TH,15.561586959596497,102.74850597548306,84.69,78,44,10.22,Hot,Moist,Partly_Cloudy
Umba,RU,66.86553203177738,35.04645268158927,53.01,76,76,14.03,Optimum,Moist,Cloudy
Barra Do Garcas,BR,-14.849245083320412,-52.23168790836672,64.35,76,0,2.95,Optimum,Moist,Clear
Beira,MZ,-21.76180270854691,34.81798702329937,68.67,85,24,3.4,Optimum,Moist,Clear
Smithers,CA,57.277151953268714,-127.44946565760884,64.4,93,75,9.17,Optimum,Moist,Cloudy
Senador Canedo,BR,-16.751685591425712,-48.917886421751234,68,60,0,3.36,Optimum,Optimum,Clear
Diu,IN,19.702946296880725,71.04947261426366,84.42,74,92,10.22,Hot,Optimum,Cloudy
Dibulla,CO,12.299096780941724,-73.71387145268103,77.4,100,88,2.95,Hot,Moist,Cloudy
Felipe Carrillo Puerto,MX,19.450006738928096,-87.52496986394684,80.37,78,44,6.53,Hot,Moist,Partly_Cloudy
Khushab,PK,32.385012904946606,72.36350995530768,88.56,62,0,4.07,Hot,Optimum,Clear
Pingliang,CN,36.19919403531523,106.99679141111045,70.56,73,92,3.96,Hot,Optimum,Cloudy
San Angelo,US,31.283365815107388,-101.35638656752445,91.4,41,20,8.05,Hot,Optimum,Clear
Mirnyy,RU,63.25221894483906,113.73645855724857,58.32,59,0,13.47,Optimum,Optimum,Clear
Aktash,RU,50.27338278326653,87.88849837962334,51.21,73,8,2.62,Optimum,Optimum,Clear
Erbaa,TR,40.52885762461386,36.38603617199513,62.6,93,0,2.24,Optimum,Moist,Clear
Abalak,NE,16.657081457793126,5.608892694566833,79.74,63,0,14.92,Hot,Optimum,Clear
Kasempa,ZM,-13.341485145573344,26.057606110411854,56.52,62,56,7.09,Optimum,Optimum,Partly_Cloudy
Susanville,US,41.501973389188464,-120.36809885460201,82.4,13,1,13.87,Hot,Dry,Clear
Jalingo,NG,8.68448172529095,10.950549558671725,68.76,98,92,9.66,Optimum,Moist,Cloudy
Kuala Kedah,MY,5.907680179113285,100.02476187514424,82.4,88,75,2.24,Hot,Moist,Cloudy
Asyut,EG,24.26846721166892,25.872354393136817,80.6,39,0,4.7,Hot,Optimum,Clear
Saiha,IN,21.99635575083441,93.58416073136101,75.96,97,76,1.72,Hot,Moist,Cloudy
Silver City,US,32.534662851123514,-108.57686336517011,91.4,8,1,12.75,Hot,Dry,Clear
Lusambo,CD,-4.922088669065801,23.93883666151993,70.56,75,32,1.95,Hot,Optimum,Partly_Cloudy
Gagra,GE,43.69531792879914,40.34409619221506,68,88,0,8.95,Optimum,Moist,Clear
Alekseyevsk,RU,57.01486634758817,108.71043175218875,77.49,59,8,3.51,Hot,Optimum,Clear
Ankara,TR,39.71535412683815,31.966269415107035,62.6,87,40,2.24,Optimum,Moist,Partly_Cloudy
Zhanakorgan,KZ,42.788110783110454,66.67909330422779,80.19,24,0,4.52,Hot,Dry,Clear
Lahat,ID,-4.173116363922844,103.05127469958654,84.51,81,64,7.2,Hot,Moist,Partly_Cloudy
Miedzyrzec Podlaski,PL,51.92420452727538,22.70178254276007,60.39,80,24,3.29,Optimum,Moist,Clear
Kayerkan,RU,69.56890040657456,87.65434150995748,63.9,88,64,5.97,Optimum,Moist,Partly_Cloudy
Nerchinskiy Zavod,RU,51.71310770949452,119.99032928968069,73.89,60,0,3.29,Hot,Optimum,Clear
Groningen,SR,6.617876302468318,-55.70983189965477,77,94,20,2.24,Hot,Moist,Clear
Oranjestad,AW,12.495793690745003,-70.26532496335827,80.6,83,20,20.8,Hot,Moist,Clear
Iquique,CL,-19.716726120113464,-71.39082161851022,60.8,72,90,4.7,Optimum,Optimum,Cloudy
Vlasotince,RS,42.99439314801984,22.091431400470185,64.4,82,0,4.7,Optimum,Moist,Clear
Sao Francisco De Paula,BR,-29.386786374251464,-50.27967565222258,46.35,81,0,3.74,Cold,Moist,Clear
Swan River,CA,52.3394268468912,-101.46340878268123,80.19,28,8,6.53,Hot,Dry,Clear
Nova Russas,BR,-4.720547090076494,-40.76357883990423,64.71,85,0,2.73,Optimum,Moist,Clear
Samarai,PG,-13.345620970014238,155.292033788075,78.12,100,92,17.05,Hot,Moist,Cloudy
Uige,AO,-7.08929597637804,14.334924905683408,56.43,91,56,2.17,Optimum,Moist,Partly_Cloudy
Kasongo-Lunda,CD,-6.565629038450126,17.927846964337277,64.08,81,24,2.95,Optimum,Moist,Clear
Churapcha,RU,63.313360342157466,132.81044441615228,63.63,48,92,8.77,Optimum,Optimum,Cloudy
Vidim,RU,55.64849295096673,103.40541030352199,76.77,51,20,3.74,Hot,Optimum,Clear
Tinskoy,RU,56.12594961963745,96.99381248507365,75.69,59,32,3.4,Hot,Optimum,Partly_Cloudy
Ozernovskiy,RU,51.86000943705119,155.71631284139693,53.91,82,24,5.97,Optimum,Moist,Clear
Karatau,KZ,42.39783000178369,70.72436517931953,73.44,47,0,2.62,Hot,Optimum,Clear
Polunochnoye,RU,62.67359595096585,59.886729272393154,54.18,97,92,16.82,Optimum,Moist,Cloudy
Carballo,ES,44.15168677426348,-9.881089961311545,62.6,93,12,2.24,Optimum,Moist,Clear
Caala,AO,-13.61055970585953,15.926292152325516,38.07,78,0,1.05,Cold,Moist,Clear
Boa Vista,BR,3.6303278511653616,-62.89973002049197,77,88,75,2.24,Hot,Moist,Cloudy
Ust-Kuyga,RU,71.42137816923838,133.29378248185367,71.46,49,0,6.98,Hot,Optimum,Clear
Pozzuoli,IT,40.859251478039596,14.085079827781584,68,100,0,2.73,Optimum,Moist,Clear
A Coruna,ES,43.629526895007814,-8.487405507853936,62.6,93,12,2.24,Optimum,Moist,Clear
Starkville,US,33.10684588519305,-88.68290686919354,77,83,40,3.18,Hot,Moist,Partly_Cloudy
Knysna,ZA,-37.72525871842584,22.777492080359195,42.8,87,0,4.7,Cold,Moist,Clear
Bodo,NO,67.48189769952646,14.067470265820162,48.2,93,75,17.22,Cold,Moist,Cloudy
Gorontalo,ID,0.007708147506818364,123.20419146965958,85.5,69,12,2.51,Hot,Optimum,Clear
Seddon,NZ,-42.33570814967249,174.21054042052663,47.34,100,76,8.77,Cold,Moist,Cloudy
Roebourne,AU,-25.67771161062356,119.46180830155288,73.53,22,0,15.7,Hot,Dry,Clear
Qianan,CN,44.32528419981213,123.89516029305236,76.77,70,0,5.97,Hot,Optimum,Clear
Sychevka,RU,56.00981345664911,34.28393870271421,55.17,69,0,8.99,Optimum,Optimum,Clear
Blagoyevo,RU,63.33864044328317,47.28462868964829,57.24,99,100,6.31,Optimum,Moist,Cloudy
Kars,TR,40.85740141133442,43.19835825101501,48.2,100,0,1.12,Cold,Moist,Clear
San Andres,CO,13.492769557807492,-80.7517570069309,80.6,88,40,2.24,Hot,Moist,Partly_Cloudy
Xichang,CN,28.499766716585526,102.73365870348727,61.74,97,92,1.72,Optimum,Moist,Cloudy
Kudahuvadhoo,MV,3.214590570791046,63.754620074621016,80.19,100,32,9.44,Hot,Moist,Partly_Cloudy
Gumdag,TM,39.16100538505265,54.43641575042031,75.33,43,0,3.96,Hot,Optimum,Clear
Summerville,US,33.1162379696877,-80.33798049771654,82.4,88,1,2.39,Hot,Moist,Clear
Krasnyy Chikoy,RU,50.42036603560169,108.43320550777008,71.01,73,76,2.95,Hot,Optimum,Cloudy
Teguldet,RU,58.396592768965775,88.6904132488499,67.86,56,80,9.78,Optimum,Optimum,Cloudy
